pcode,Country 1,Border Name in Country 1,Country 2,Border Name in Country 2,loc_type,mod_by,mod_date,created_user,created_date,x,y
SAUIRQc000005,Saudi Arabia,Rafha,Iraq,Rafha                                                                                               ,Not Official,,"November 15, 2012",,,4855793.351300001,3488273.181400001
SDNETHc000138,Sudan,Gallabat,Ethiopia,Metema,Official,orand@unhcr.org,"June 28, 2021",,,4024231.8748000003,1452982.1805999987
SDNETHc000132,Sudan,Hamdayet,Ethiopia,,Official,orand@unhcr.org,"May 31, 2021",,,4069367.648400001,1604327.9670000002
SDNETHc000131,Sudan,Yabus,Ethiopia,,Not Official,,"June 4, 2014",,,3805623.772,1104119.0276000015
SDNETHc000130,Sudan,Bamza,Ethiopia,Bameza                                                                                              ,Not Official,,"June 4, 2014",,,3895435.6515000015,1262256.566300001
SDNSSDc000136,Sudan,Joda,South Sudan,Joda      ,Not Official,,"June 4, 2014",,,3647173.4879,1372655.1220999993
SDNSSDc000137,Sudan,Al Kueik,South Sudan,Al Kueik                                                                                ,Not Official,,"June 4, 2014",,,3616390.865699999,1340541.6887999997
SDNETHc000129,Sudan,Gengen,Ethiopia,,Not Official,,"June 4, 2014",,,3872186.932,1199116.0932999998
SDNETHc000128,Sudan,Gizen,Ethiopia,Geissan                                                                                             ,Not Official,,"June 4, 2014",,,3883610.3154999986,1209557.2580999993
TCDSDNc000051,Sudan,Adré,Rep. of Chad,, ,,,UNHCR_WRITER,"May 2, 2023",2467582.4169999994,1515006.086100001
TCDSDNc000052,Sudan,Borota,Rep. of Chad,, ,,,UNHCR_WRITER,"May 2, 2023",2432330.8737999983,1459732.2718999982
TCDSDNc000053,Sudan,Dizé Birte,Rep. of Chad,, ,,,UNHCR_WRITER,"May 2, 2023",2460194.1424000002,1541608.120000001
TCDSDNc000054,Sudan,Midjiguilta,Rep. of Chad,, ,,,UNHCR_WRITER,"May 2, 2023",2460160.7465000004,1537529.1323999986
TCDSDNc000055,Sudan,Ardebé,Rep. of Chad,, ,,,UNHCR_WRITER,"May 2, 2023",2137334.223200001,1560834.6917000003
EGYSDNc000014,Sudan,Arkien,Egypt,,Official,,,UNHCR_WRITER,"May 2, 2023",3467730.1556,2632582.1955000013
EGYSDNc000015,Sudan,Aswan,Egypt,,Official,,,UNHCR_WRITER,"May 2, 2023",3662557.0755999982,2765858.0419999994
EGYSDNc000016,Sudan,Edfu,Egypt,,Official,,,UNHCR_WRITER,"May 2, 2023",3659278.716600001,2872756.527800001
EGYSDNc000017,Sudan,Cairo Airport,Egypt,, ,,,UNHCR_WRITER,"May 2, 2023",3495354.087299999,3518012.447300002
EGYSDNc000018,Sudan,Khartoum airport,Egypt,, ,,,UNHCR_WRITER,"May 2, 2023",3621472.3911999986,1752679.8585
EGYSDNc000019,Sudan,Shalateen,Egypt,, ,,,UNHCR_WRITER,"May 2, 2023",3954408.9505999982,2567948.7126
SDNEGYc000002,Sudan,Ashkeet,Egypt,Qustol,Official,,,UNHCR_WRITER,"June 21, 2023",3507855.328499999,2511249.0769999996
SDNEGYc000001,Sudan,Sudanese Arqeen,Egypt,Egyptian Arqeen,Official,,"June 21, 2023",UNHCR_WRITER,"June 21, 2023",3467678.8718999997,2511249.0769999996
SRBBGRc000001,Serbia,Mokranje,Bulgaria,Bregovo,Official,,"September 1, 2015",,,2518792.6110000014,5489315.444600001
SRBHUNc000001,Serbia,Bački Vinogradi,Hungary,Asotthalom,Official,,"September 1, 2015",,,2209222.4580000006,5803190.325900003
SRBBGRc000010,Serbia,Radejna,Bulgaria,,Not Official,,"October 20, 2015",,,2541423.974800002,5319322.683200002
SRBBGRc000003,Serbia,Vratarnica,Bulgaria,Rakovitsa,Not Official,,"October 20, 2015",,,2483811.9081999995,5431922.114600003
SRBHUNc000002,Serbia,Horgoš,Hungary,Roszke,Official,,"September 1, 2015",,,2224361.018100001,5808437.579700001
SRBBGRc000008,Serbia,Donja Nevlja,Bulgaria,,Not Official,,"October 20, 2015",,,2534410.846900001,5300692.262599997
SRBBGRc000009,Serbia,Halovo,Bulgaria,,Not Official,,"October 20, 2015",,,2493690.399799999,5460955.462800004
SRBBGRc000005,Serbia,Vlkovija,Bulgaria,,Not Official,,"October 20, 2015",,,2551220.09,5325566.183700003
SRBHRVc000000,Serbia,Batrovci,Croatia,Bajakovo,Official,,"November 13, 2015",,,2129080.2168999985,5627505.7936
SRBBGRc000011,Serbia,Vrška Čuka,Bulgaria,Vrashka Chuka ,Official,,"February 4, 2016",,,2491340.4453000017,5442104.243799999
SRBBGRc000002,Serbia,Ribarci,Bulgaria,Otomanci,Official,,"September 1, 2015",,,2507738.696899999,5223735.643299997
SRBBGRc000007,Serbia,Dimitrovgrad,Bulgaria,Dragoman,Official,,"October 22, 2015",,,2540576.610800002,5312276.2722999975
SRBBGRc000006,Serbia,Senokos,Bulgaria,,Not Official,,"October 20, 2015",,,2552072.1294,5333763.2962
SRBBGRc000004,Serbia,Selacka,Bulgaria,,Not Official,,"October 20, 2015",,,2484984.9930000007,5419145.885399997
SRBMKDc000002,Serbia,Miratovac,North Macedonia,Tabanovce,Official,,"September 1, 2015",,,2411734.3189999983,5197462.837300003
SSDETHc000126,South Sudan,Maiwut,Ethiopia,Pagak,Not Official,,"June 4, 2014",,,3785283.3500000015,944500.2664999999
SSDKENc000135,South Sudan,Narus,Kenya,Nadapal,Not Official,,"June 4, 2014",,,3811624.885499999,498575.6469999999
SSDETHc000124,South Sudan,Raad,Ethiopia,,Not Official,,"June 4, 2014",,,3870561.649599999,736900.7492999993
SSDUGAc000133,South Sudan,Elegu,Uganda,Nimule,Official,,"February 19, 2018",,,3570101.4518,397395.38430000097
SSDETHc000125,South Sudan,Akobo-Tiergol,Ethiopia,,Not Official,,"June 4, 2014",,,3678338.6261,873024.9811999984
SDNETHc000139,South Sudan,Kumruk,Ethiopia,,Official,,,UNHCR_WRITER,"May 2, 2023",3817465.9393999986,1181939.3148000017
SDNETHc000140,South Sudan,Mameza,Ethiopia,,Official,,,UNHCR_WRITER,"May 2, 2023",3905467.3365,1258581.0857999995
SSDSDNc000138,South Sudan,Kiir Adem,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2991213.7168999985,1066967.6508000009
SSDSDNc000139,South Sudan,Majokyinthiu,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3115362.779100001,1056688.9715000018
SSDSDNc000140,South Sudan,Shatta,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3770391.1532000005,1114855.9136999995
SSDSDNc000141,South Sudan,Panakuach,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3289972.9662999995,1087526.4987999983
SSDSDNc000142,South Sudan,Timsha,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2737013.4332999997,1033427.1963
SSDSDNc000143,South Sudan,Bormadina,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2766498.6268999986,1103237.7019999996
SSDSDNc000144,South Sudan,Kaka,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3575116.7287999988,1201391.9858000018
SSDSDNc000145,South Sudan,Tonga,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3457642.3834000006,1087462.122200001
SSDSDNc000146,South Sudan,Abroch,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3532953.3585,1146924.8354999982
SSDSDNc000147,South Sudan,Elfoj,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3729504.6174000017,1188566.5368999988
SSDSDNc000148,South Sudan,Yabous,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3763375.7989000008,1150920.6031000018
SSDSDNc000149,South Sudan,El kuek,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3201302.539099999,1056738.6257999986
SSDSDNc000150,South Sudan,Jau,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3326683.908,1147270.9970000014
SSDSDNc000151,South Sudan,El Fau,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",3523747.2366000004,1136438.6253999993
SVKUKRc000006,Slovakia,Vyšné Nemecké,Ukraine,Uzhorod,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2478557.516899999,6216512.622000001
SVKUKRc000007,Slovakia,Veľké Slemence,Ukraine,Mali Selmentsi,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2466926.0549999997,6192726.784500003
SVKUKRc000001,Slovakia,Čierna nad Tisou,Ukraine,Chop (Strazh),Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2464523.913400002,6179598.139600001
SVKUKRc000005,Slovakia,Ubľa,Ukraine,Malyj Bereznyj,Official,,,UNHCR_WRITER,"February 24, 2022",2495788.1043,6255216.559199996
SVNAUTc000001,Slovenia,Sentilj,Austria,Spielfeld,Not Official,,"October 19, 2015",,,1740702.8775000013,5894145.052199997
SVNAUTc000002,Slovenia,Gornja Radgona,Austria,Bad Radkersburg,Not Official,,"October 19, 2015",,,1779887.3383000009,5891575.048500001
SVNHRVc000000,Slovenia,Dobova,Croatia,Harmica,Not Official,,"November 5, 2015",,,1743681.0078999996,5763698.7817
SVNAUTc000003,Slovenia,Jesenice ,Austria,St. Jakob im Rosental ,Official,,"November 26, 2015",,,1561038.2287999988,5864074.789800003
SYRIRQc000006,Syrian Arab Republic,Abu Kamal,Iraq,Al Qahim                                                                                            ,Not Official,,"November 15, 2012",,,4561703.763099998,4083421.683799997
SYRIRQc000002,Syrian Arab Republic,Al Ya'rubiyah,Iraq,Al Ya'rubiyah                                                                                       ,Not Official,,"November 15, 2012",,,4683818.9058,4412193.9243
SYRIRQc000009,Syrian Arab Republic,Al Tanaf,Iraq,Al Waleed                                                                                           ,Not Official,,"November 15, 2012",,,4334275.5988,3953515.9323000014
TCDCAFc000172,Rep. of Chad,Sido,Central African Republic,Sido,Not Official,,"June 2, 2014",,,2082253.3436000012,921078.6532000005
TCDTCDc000102,Rep. of Chad,Bitoye,Central African Republic,Sourou,Official,,"June 2, 2014",,,1730366.2589999996,838005.7615999989
TCDNGAc000103,Rep. of Chad,Tchoukoutalia,Nigeria,Tchoukoutalia,Not Official,,"February 20, 2015",,,1551391.8383000009,1537414.563000001
TCDTCDc000101,Rep. of Chad,Bekoninga,Rep. of Chad,Bembere,Not Official,,"June 2, 2014",,,1854551.7875999995,859003.0333999991
TCDSDNc000001,Rep. of Chad,Kariari,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2565991.6297999993,1770336.7705000006
TCDSDNc000002,Rep. of Chad,Bahai,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2550884.127799999,1752344.4221
TCDSDNc000003,Rep. of Chad,Bamina,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2558533.4466000013,1721514.8753999993
TCDSDNc000004,Rep. of Chad,Tine,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2537357.4738,1692350.0256000012
TCDSDNc000005,Rep. of Chad,Koulbous,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2498966.9437000006,1616165.2633999996
TCDSDNc000006,Rep. of Chad,Birak,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2496493.2019000016,1600040.6246999986
TCDSDNc000007,Rep. of Chad,Koufroun,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2462046.4987000003,1535783.1477000006
TCDSDNc000008,Rep. of Chad,Hile Moursal,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2469249.982999999,1526168.5036999993
TCDSDNc000009,Rep. of Chad,Hileta,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2469310.206799999,1524141.3187999986
TCDSDNc000010,Rep. of Chad,Agang,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2472652.5744999982,1521053.7650999986
TCDSDNc000011,Rep. of Chad,Ardebe,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2472690.757100001,1515787.9591999985
TCDSDNc000012,Rep. of Chad,Adre,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2472129.3729000017,1511666.3770000003
TCDSDNc000013,Rep. of Chad,Mamata,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2479645.664900001,1502268.8150999993
TCDSDNc000014,Rep. of Chad,Wandalou,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2479589.782499999,1499995.0086000003
TCDSDNc000015,Rep. of Chad,Absogo,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2477561.096099999,1498776.0883000009
TCDSDNc000016,Rep. of Chad,Yakata,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2476349.2721999995,1497992.6394999996
TCDSDNc000017,Rep. of Chad,Tabari,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2469436.9996999986,1499747.4217999987
TCDSDNc000018,Rep. of Chad,Tougoul-Tougli,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2474824.083799999,1495656.2677999996
TCDSDNc000019,Rep. of Chad,Ferrik Tchoyo,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2473491.2556000017,1494537.6292999983
TCDSDNc000020,Rep. of Chad,Nderta,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2473314.2575999983,1493714.0364999995
TCDSDNc000021,Rep. of Chad,Tarchana,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2471115.6975999996,1493018.5771000013
TCDSDNc000022,Rep. of Chad,Abelouk,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2468695.723200001,1489645.388799999
TCDSDNc000023,Rep. of Chad,Andabarta,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2465617.2939999998,1484805.1231999993
TCDSDNc000024,Rep. of Chad,Tcharkerie,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2464875.3495999984,1483613.8548999988
TCDSDNc000025,Rep. of Chad,Boata,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2464814.235199999,1482859.3044999987
TCDSDNc000026,Rep. of Chad,Bahou,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2461130.339299999,1480536.4373000003
TCDSDNc000027,Rep. of Chad,Goungour,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2454594.772,1480685.0694000013
TCDSDNc000028,Rep. of Chad,Adjine,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2448401.697999999,1476880.3359999992
TCDSDNc000029,Rep. of Chad,Katarfa,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2445318.5188000016,1471159.3451000005
TCDSDNc000030,Rep. of Chad,Ade,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2437223.3654999994,1421311.8169
TCDSDNc000031,Rep. of Chad,Koumou,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2464058.5984999985,1417074.2980000004
TCDSDNc000032,Rep. of Chad,Konoye,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2469174.063099999,1407116.1579000019
TCDSDNc000033,Rep. of Chad,Moudeina,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2486163.6437,1410695.3924999982
TCDSDNc000034,Rep. of Chad,Awin Rado,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",2493280.298799999,1377519.4671999998
TCDSDNc000035,Rep. of Chad,Daguessa,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2495364.4222999997,1350536.0023999996
TCDSDNc000036,Rep. of Chad,Sarafborgou,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2492914.0577000007,1301930.3403999992
TCDSDNc000037,Rep. of Chad,Haraza,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2540181.537999999,1262250.8872999996
TCDSDNc000038,Rep. of Chad,Kalma,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2553523.6242000014,1247760.7795999981
TCDSDNc000039,Rep. of Chad,Tissi,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",2544919.406800002,1225926.9074999988
TCDSDNc000040,Rep. of Chad,Mashi Bargo,Sudan,,Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000041,Rep. of Chad,Um Dukum,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000042,Rep. of Chad,Beida,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000043,Rep. of Chad,Werwerta,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000044,Rep. of Chad,Andjemena,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000045,Rep. of Chad,Dize Birte,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000046,Rep. of Chad,Midjiguilta,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000047,Rep. of Chad,Tandousssa,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000048,Rep. of Chad,Talassa,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000049,Rep. of Chad,Andressa,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000050,Rep. of Chad,Hile hissein,Sudan,,Not Official,,,UNHCR_WRITER,"May 1, 2023",NaN,NaN
TCDSDNc000057,Rep. of Chad,Hiléta,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2469944.6165999994,1526256.6854000017
TCDSDNc000059,Rep. of Chad,Werwerta,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2476215.2435000017,1504095.3874999993
TCDSDNc000062,Rep. of Chad,Birkandji,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2426764.8993000016,1440696.9803000018
TCDSDNc000063,Rep. of Chad,Amdjerema,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2489845.9811999984,1383667.5377999991
TCDSDNc000064,Rep. of Chad,Dogdoré,Sudan,,Not Official,,,UNHCR_WRITER,"May 2, 2023",2480569.2826999985,1353296.4820999987
THAMMRc000066,Thailand,Ban Perng Kel,Myanmar,,Not Official,,"November 15, 2012",,,10975433.8664,1783540.0001999997
THAMMRc000065,Thailand,Mae Sot,Myanmar,Myawaddy,Official,,"November 15, 2012",,,10967196.2463,1884187.7833999991
THAMMRc000063,Thailand,Ban Valley,Myanmar,,Not Official,,"November 15, 2012",,,10989014.848700002,1838098.989500001
THAMMRc000064,Thailand,Ban Wang Pha,Myanmar,,Not Official,,"November 15, 2012",,,10965081.167100001,1902673.2465000004
THAMMRc000062,Thailand,Ban Tha Song Yang,Myanmar,,Not Official,,"November 15, 2012",,,10900070.593400002,1986578.0084000006
TJKAFGc000028,Tajikistan,Eshkashim,Afghanistan,Ishkashim                                                                                           ,Official,,"November 15, 2012",,,7966382.5636,4399243.0918999985
TJKAFGc000026,Tajikistan,Kurgan Tube,Afghanistan,Ai Khanum                                                                                           ,Not Official,,"November 15, 2012",,,7718644.3407999985,4458248.965400003
TJKAFGc000025,Tajikistan,Nijni Pianj,Afghanistan,Sherkhan-Bandar                                                                                     ,Official,,"November 15, 2012",,,7637138.4494,4466712.007399999
TJKAFGc000027,Tajikistan,Kalaikumb,Afghanistan,Nursai                                                                                              ,Not Official,,"November 15, 2012",,,7877809.202500001,4644377.9014
TKMAFGc000047,Turkmenistan,Serkhetabad,Afghanistan,Turgundi                                                                                            ,Official,,"November 15, 2012",,,6932699.4855,4200645.195200004
TKMAFGc000022,Turkmenistan,Durdive,Afghanistan,Mori Chaq                                                                                           ,Not Official,,"November 15, 2012",,,7026254.732099999,4280888.423100002
TKMAFGc000048,Turkmenistan,Imamnazar,Afghanistan,Sultan-i-Rakhat                                                                                     ,Official,,"November 15, 2012",,,7263637.730900001,4472538.874799997
TUNDZAc000004,Tunisia,Hazoua,Algeria,Teleb Larbi,Official,,"November 28, 2018",,,844449.1744000018,3993046.4365999997
TUNDZAc000002,Tunisia,Sakiet Sidi Youssef,Algeria,Heddada,Official,,"November 28, 2018",,,929607.5830000006,4331407.879900001
TUNDZAc000005,Tunisia,Malloula CP,Algeria,,Not Official,,"August 6, 2019",,,963068.2181000002,4427161.212700002
TUNDZAc000009,Tunisia,Haidra CP,Algeria,Ras El Ayoun,Not Official,,"August 6, 2019",,,931021.7857999988,4238608.713299997
TUNDZAc000001,Tunisia,Oum Teboul,Algeria,Malloula,Official,,"November 28, 2018",,,962941.4252000004,4427176.388800003
TUNLBYc000015,Tunisia,Dhahiba CP,Libya,Wazin,Not Official,,"November 15, 2012",,,1189328.3114,3760250.5600000024
TUNDZAc000003,Tunisia,Bou Chebka,Algeria,,Official,,"November 28, 2018",,,937502.3612000011,4186729.7277000025
TUNLBYc000014,Tunisia,Ras Jdir CP,Libya,,Not Official,,"November 15, 2012",,,1286675.9816000015,3915064.1911000013
TUNDZAc000008,Tunisia,Kalaat Sinan CP,Algeria,El Meridj,Not Official,,"August 6, 2019",,,920376.9708000012,4271176.691200003
TUNDZAc000007,Tunisia,Ouled Moumen CP,Algeria,,Not Official,,"August 6, 2019",,,931985.4785999991,4359951.304399997
TUNDZAc000006,Tunisia,Babouch,Algeria,,Official,,"August 6, 2019",,,961510.5245000012,4411846.204999998
TURIRNc000002,Turkey,Gurbulak Border Gate,Islamic Republic of Iran,Bazargan,Other,Lopesi,"September 17, 2021",,,4939977.400600001,4781017.459600002
TURIRNc000001,Turkey,Esendere Border Gate,Islamic Republic of Iran,Serow,Other,Lopesi,"September 17, 2021",,,4967172.7852,4539516.0145
TURSYRc000108,Turkey,Topraktutan,Syrian Arab Republic,,Official,,"June 4, 2014",,,4023377.2661999986,4274951.068899997
TURBGRc000002,Turkey,Hamzabeyli,Bulgaria,Lesovo,Official,,"October 28, 2015",,,2962322.9695000015,5154678.446199998
TURSYRc000118,Turkey,Oncupinar,Syrian Arab Republic,Bal el Salaam                                                                                       ,Official,,"June 4, 2014",,,4128503.4125000015,4388516.813299999
TURSYRc000111,Turkey,Arfali (Yukaripulluyazi),Syrian Arab Republic,,Official,,"June 4, 2014",,,4023936.3126999997,4283505.361699998
TURSYRc000106,Turkey,Cilvegozu,Syrian Arab Republic,Bab el Hawa                                                                                         ,Official,,"June 4, 2014",,,4083045.199000001,4332952.802699998
TURSYRc000114,Turkey,Karbeyaz Yigitoglu,Syrian Arab Republic,,Official,,"June 4, 2014",,,4034570.579,4295374.0788
TURSYRc000105,Turkey,Yayladagi,Syrian Arab Republic,Kasab                                                                                               ,Official,,"June 4, 2014",,,4008585.2569000013,4287641.764700003
TURSYRc000109,Turkey,Guvecci,Syrian Arab Republic,,Official,,"June 4, 2014",,,4026766.7309999987,4285731.048
TURSYRc000112,Turkey,Bukulmez,Syrian Arab Republic,,Official,,"June 4, 2014",,,4078392.489599999,4347752.5264
TURSYRc000121,Turkey,Akcakale,Syrian Arab Republic,Tal Abyad                                                                                           ,Official,,"June 4, 2014",,,4336690.759799998,4398146.3989999965
TURGRCc000002,Turkey,Karaagac,Greece,Kastanies,Official,,"October 28, 2015",,,2948964.6306000017,5109362.816500001
TURSYRc000120,Turkey,Senyurt,Syrian Arab Republic,Dar Basiyah                                                                                         ,Official,,"June 4, 2014",,,4524598.745999999,4449979.826399997
TURBGRc000001,Turkey,Kapıkule,Bulgaria,Kapitan Andreevo,Official,,"October 28, 2015",,,2933464.8365,5122775.982799999
TURBGRc000003,Turkey,Dereköy,Bulgaria,Malko Tarnovo,Official,,"October 28, 2015",,,3056610.5782000013,5156068.4767
TURSYRc000115,Turkey,Akpinar,Syrian Arab Republic,,Not Official,,"June 4, 2014",,,4072057.7514999993,4356829.4575999975
TURSYRc000117,Turkey,Suriyehamam,Syrian Arab Republic,,Not Official,,"June 4, 2014",,,4078045.279599998,4347757.235200003
TURIRQc000007,Turkey,Silopi,Iraq,Ibrahim Kalil (Zakho)                                                                               ,Not Official,,"November 15, 2012",,,4739923.453699999,4459186.821000002
TURGRCc000001,Turkey,Ipsala,Greece,Kipoi,Official,,"October 28, 2015",,,2931083.6033999994,5002464.196400002
TURSYRc000107,Turkey,Asagipullyazi,Syrian Arab Republic,,Official,,"June 4, 2014",,,4026806.3651,4281290.455600001
TURSYRc000104,Turkey,Tahtakopru,Syrian Arab Republic,,Official,,"June 4, 2014",,,4089553.0210000016,4414142.8028
TURSYRc000113,Turkey,Hacipasa,Syrian Arab Republic,,Official,,"June 4, 2014",,,4050486.3718999997,4311292.015699998
TURSYRc000122,Turkey,Ceylanpinar,Syrian Arab Republic,Ras el Ain                                                                                          ,Official,,"June 4, 2014",,,4458594.632399999,4417197.841499999
TURSYRc000119,Turkey,Nusabayin,Syrian Arab Republic,Qamlishi                                                                                            ,Official,,"June 4, 2014",,,4588640.385899998,4448855.261299998
TURSYRc000116,Turkey,Hatayhamam,Syrian Arab Republic,Hemame,Not Official,,"June 4, 2014",,,4073948.8114,4352047.265799999
TURSYRc000103,Turkey,Karkamis,Syrian Arab Republic,Jarablus                                                                                            ,Official,,"June 4, 2014",,,4230484.832199998,4415355.893600002
TURGRCc000003,Turkey,Uzunkopru,Greece,Pythio,Official,,"October 28, 2015",,,2930950.3027999997,5025972.749700002
TURSYRc000123,Turkey,Cirze,Syrian Arab Republic,Ain Diwar                                                                                           ,Official,,"June 4, 2014",,,4698307.0315999985,4478226.401299998
TZABDIc000178,United Republic of Tanzania,Migongo,Burundi,,Official,,"June 2, 2015",,,3347179.0507999994,-473653.9120000005
TZABDIc000181,United Republic of Tanzania,Kilelema,Burundi,,Official,,"October 9, 2015",,,3353263.662799999,-462979.7186000012
TZABDIc000176,United Republic of Tanzania,Manyovu,Burundi,,Official,,"June 2, 2015",,,3313623.0031000003,-494919.3467000015
TZABDIc000183,United Republic of Tanzania,Mabamba,Burundi,Gisuru,Official,,"October 9, 2015",,,3394521.449099999,-396960.8423999995
TZABDIc000177,United Republic of Tanzania,Biharu,Burundi,,Official,,"June 2, 2015",,,3342011.2661000006,-482807.7822000012
TZABDIc000186,United Republic of Tanzania,Bugarama,Burundi,,Official,,"October 9, 2015",,,3398718.527899999,-319291.15349999815
TZABDIc000182,United Republic of Tanzania,Kabanga,Burundi,,Official,,"October 9, 2015",,,3390450.4952999987,-294791.85979999974
TZABDIc000184,United Republic of Tanzania,Murusagamba,Burundi,Rubangabanga,Official,,"October 9, 2015",,,3433043.7815000005,-330142.8233000003
TZABDIc000179,United Republic of Tanzania,Kagunga,Burundi,,Official,,"June 2, 2015",,,3301875.2463000007,-495758.8594999984
TZABDIc000185,United Republic of Tanzania,Kasenge,Burundi,,Official,,"October 9, 2015",,,3399427.2991000004,-272210.5533000007
TZABDIc000187,United Republic of Tanzania,Kigadye,Burundi,,Official,,"October 9, 2015",,,3368871.546,-452679.11620000005
UGACODc000146,Uganda,Busunga,Democratic Republic of the Congo,Nobili,Official,,"February 19, 2018",,,3334895.3902000003,70133.91699999943
UGACODc000160,Uganda,Gobolo,Democratic Poeple's Rep. of Korea,,Official,,,,,3501741.3770000003,405044.2274999991
UGACODc000150,Uganda,Oraba,Democratic Republic of the Congo,,Official,,"February 19, 2018",,,3437928.592099998,393611.94220000133
UGACODc000143,Uganda,Nteko,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3293731.557599999,-114517.06159999967
UGATZAc000003,Uganda,Bugango,United Republic of Tanzania,,Not Official,,"February 19, 2018",,,3463094.923300002,-111221.2659999989
